concordance_id,zone_or_system,source_file,kandam,canto,passage_span,anchor_phrase,source_claim,verification_status
HWT-0043,Kaṇṇaki–Mādhavi contrast,pukaar_kaandam.md,Pukār,4. Evening,26-60,"கோலம் கொண்ட மாதவி / கண்ணகி","Mādhavi prepares for union while Kaṇṇaki removes ornament in separation",verified_exact
HWT-0044,Night-to-dawn soundscape,pukaar_kaandam.md,Pukār,4. Evening,61-82,"புள்வாய் முரசமொடு","Birds, drums, conches and guards carry the city from night to dawn",verified_exact
HWT-0045,Kāṉal Vari yāḻ practice,pukaar_kaandam.md,Pukār,7. Kāṉal Vari,Prose 1,"வார்தல் வடித்தல் உந்தல் உறழ்தல்","Kōvalaṉ performs through named yāḻ techniques before singing",verified_exact
HWT-0046,Kāviri political song,pukaar_kaandam.md,Pukār,7. Kāṉal Vari,Songs 2-4,"வாழி காவேரி","River abundance, kingship and chastity are joined in song",verified_exact
HWT-0047,Coastal fisher world,pukaar_kaandam.md,Pukār,7. Kāṉal Vari,Songs 5-13,"வலைவாழ்நர் சேரி","Fishing settlement, drying fish, nets, sand and sea labour shape the imagery",verified_exact
HWT-0048,Artistic counter-speech,pukaar_kaandam.md,Pukār,7. Kāṉal Vari,Songs 24-51,"தானும்ஓர் குறிப்பினள்போல்","Mādhavi interprets hidden meaning and answers through the same musical form",verified_exact
HWT-0049,Misreading and separation,pukaar_kaandam.md,Pukār,7. Kāṉal Vari,Song 52,"மாயப்பொய் பலகூட்டும்","Kōvalaṉ treats Mādhavi’s performance as deceit and leaves",verified_exact
HWT-0050,Seasonal political geography,pukaar_kaandam.md,Pukār,8. Summer,1-20,"மதுரையும் ... வஞ்சியும் ... புகாரும்","Summer links Madurai, Uraiyur, Vañji and Pukār within one Tamil political world",verified_exact
HWT-0051,Mādhavi technical musicianship,pukaar_kaandam.md,Pukār,8. Summer,21-65,"அதிரா மரபின் யாழ்கை வாங்கி","Mādhavi tunes, tests modes and performs as a technically expert musician",verified_exact
HWT-0052,Written flower-letter,pukaar_kaandam.md,Pukār,8. Summer,66-75,"விரித்துஉரை எழுதி","Mādhavi writes a message and sends it through Vasantamālai",verified_exact
HWT-0053,Performance-coded appeal,pukaar_kaandam.md,Pukār,8. Summer,76-115,"கண்கூடு வரியும்","Named performance forms encode Mādhavi’s appeal and Kōvalaṉ rejects the message",verified_exact
HWT-0054,Sacred-city plurality,pukaar_kaandam.md,Pukār,9. Dream,1-20,"அமரர் தருக்கோட்டம்","Kaṇṇaki’s social world includes numerous shrines and sacred establishments",verified_exact
HWT-0055,Kaṇṇaki’s warning dream,pukaar_kaandam.md,Pukār,9. Dream,40-55,"கோவலற்கு உற்றதுஓர் தீங்கு","Her dream anticipates accusation, royal confrontation and danger to the city",verified_exact
HWT-0056,Refusal of ritual remedy,pukaar_kaandam.md,Pukār,9. Dream,56-64,"பீடுஅன்று","Kaṇṇaki rejects ritual bathing as an unsuitable way to recover her husband",verified_exact
HWT-0057,Kōvalaṉ returns,pukaar_kaandam.md,Pukār,9. Dream,65-71,"குலம்தரு வான்பொருள் குன்றம் தொலைந்த","Kōvalaṉ returns, sees Kaṇṇaki’s suffering and admits the loss of family wealth",verified_exact
HWT-0058,Anklet as capital,pukaar_kaandam.md,Pukār,9. Dream,72-80,"சிலம்புஉள கொண்மின்","Kaṇṇaki offers the anklet and the couple decide to rebuild wealth in Madurai",verified_exact
HWT-0059,Pre-dawn departure,pukaar_kaandam.md,Pukār,10. Seeing the Country,1-25,"வான்கண் விழியா வைகறை யாமத்து","They leave through the long gate and pass Viṣṇu, Buddhist and Jain-associated sites",verified_exact
HWT-0060,Kāviri route and Kauṇṭi,pukaar_kaandam.md,Pukār,10. Seeing the Country,26-60,"காவிரி வாயில் கடைமுகம் கழிந்து","They cross the city edge, enter Kāviri groves and meet Kauṇṭi",verified_exact
